Index	Name	Author	FileName	Tags	Dependencies	URL
217	Hiwar Al Turab	arideyya	HiwarAlTurab_e8f06280-19fe-44c8-a38d-39f9f0981356.pak			
218	Lady of the Spores Dress	arideyya	LadyoftheSporesDress_0a11ff9f-e14b-4d4a-9a9f-1a61d5346dd7.pak			
219	Lightcrown Dress	arideyya (tuckingfypo2)	LightcrownDress_7a39f515-8773-4967-8688-0ed4f40e3016.pak			
220	PersephonesGift	arideyya	PersephonesGift_1996b281-71a1-4ba3-a895-a7ecf0814b87.pak			
221	Xena's Armour	arideyya	XenasArmour_4b6f0320-996f-410e-9c9b-1bd3f857c6be.pak			
222	Sylvan Songweave Dress	arideyya (tuckingfypo2)	SylvanSongweaveDress_548182b2-7634-4685-8ba2-24b16c431139.pak			
223	CBR_Dresses_Shirts_RB	Cerberry	CBR_Dresses_Shirts_6ce553dc-7c78-4e1d-9c66-cf7655d67be2.pak			
224	DruuBG3Outfits	Druundev	DruuBG3Outfits_32d8ef2d-7b65-49f3-8eba-59235ff92cdd.pak			
225	EldertideArmament	Proxeuz	EldertideArmament_22b848d1-5fff-4f76-a4f8-8461721e6112.pak			
226	Indoct's Better Raphael Outfit - Decadent	indoct	BetterRaphaelFit_0b473704-7ac7-41ec-be76-3b5dc5510c34.pak			
227	lokelani's lavish livery	lokelaniii	lavishlivery_df35c952-9f35-4cb8-ba78-fc00a7005c84.pak			
228	MIXARMOUR	dtdta	MIXARMOUR_5f313ebd-b214-4f64-8255-ae4a3acb2624.pak			
229	Ziva_CrossCut_Dress	EzioMaverick	Ziva_CrossCut_Dress.pak		GustavDev	
230	OBSC_Ataraxia_Dress	Obscen1ty	OBSC_Ataraxia_Dress_5888ad87-e726-471d-8a7b-6a36d69311b3.pak			
231	MoonshinePoet	Askew	MoonshinePoet_f029c859-baf4-4161-9cf8-b9eb60341537.pak			
232	BW_Liliths_Armors	badwitch69	BW_Liliths_Armors_f6aee620-3379-ce64-a475-709167607c69.pak		GustavDev	
233	BW Extra Shields	badwitch69	BT_Extra_Shields_5389d935-65e1-49b2-8116-c78e283de5c6.pak			
234	BW_Lovely_Dresses	badwitch69	BW_Lovely_Dresses_4cecbeb1-b06d-2260-3f03-05123555a26f.pak		GustavDev	
235	BW_ER_Hoslow_Armor_Edit	badwitch69	BW_ER_Hoslow_Armor_Edit_b08bcd7c-98fd-a202-8086-2e550c2dd8d0.pak		GustavDev	
236	BW_Lord_Rabenherz	badwitch69	BW_Lord_Rabenherz_eda0e811-cff8-662f-e1e0-b52c6bfe874e.pak		GustavDev	
237	BW_Dark_Druid_Set	badwitch69	BW_Dark_Druid_Set_b40c7801-e4f5-51b9-1479-0811a8a713f3.pak		GustavDev	
238	BW_FF_Cloud_Saber_Set	badwitch69	BW_FF_Cloud_Saber_Set_7cfabd5b-0b38-c2d5-2526-8ab50af51de0.pak		GustavDev	
239	Dynamic Sidebar	Caites	DynamicSidebar_1e649013-e371-953e-3839-07f02fe1cffa.pak		ImpUI (ImprovedUI)	
240	Better Hotbar [Vova's Edition]	Vova2112	BetterHotbar_191c52f3-07bb-f83e-e1db-bb06ea262000.pak		ImpUI (ImprovedUI), GustavX	
241	Better Map	Caites	BetterMap_02ffe10e-ac53-8877-a3d5-3098fdbb8f5b.pak		ImpUI (ImprovedUI)	
242	BW_Bhaalist_Armor_Set	badwitch69	BW_Bhaalist_Armor_Set_c4b91362-a425-c4ca-5dea-196d9ac99090.pak		GustavDev	
243	BW_Shields_of_the_Fallen	badwitch69	BW_Shields_of_the_Fallen_5bc8b3bd-956e-c70f-8662-16cce24d3f1d.pak			
Override	BetterMapAssets	Caites	BetterMapAssets_304dea97-faed-44d4-a39c-66d2824b5b35.pak			
245	CBR_Witcher_Manticore	Cerberry	CBR_Witcher_Manticore_2913441e-0cb8-43b2-af37-ebb73fe4fee9.pak			
246	CL_Grim Visag'd War - Fighter Gear	copperleaves	CL_Grim_Visagd_War_FighterGear.pak		GustavDev	
247	Love and Deepspace v2	Askew	LaDSv2_c333e38e-a3d1-42b1-984a-6d5a8db1744b.pak			
248	OBSC_Fickle_Mistress	Obscen1ty	OBSC_Fickle_Mistress_5eca96ae-69eb-41a0-92fa-765a2d272d06.pak			
249	Lunar Sorceress	TashaWeeds	TW_Outfits_LS_633fde91-01d6-482e-9ee6-273a30be594c.pak			
250	Botines	aruless	Botines_acf0aaa4-c3eb-4e5d-9d2e-1d5f9be58d72.pak			
251	Botines Dyes	aruless	BotinesD_b50ac9fc-5aea-41df-a885-7ac549a891c6.pak			
252	SongweaversOutfits	HeartsWires	SongweaversOutfits_2dcc253a-b866-6875-4c31-a48112b799e6.pak		GustavDev	
253	CL_Leaves of Grass - Druid Gear	copperleaves	CL_LeavesofGrass_DruidGear.pak		GustavDev, GustavX	
254	Black Off Shoulder Dress	Monn	BlackOSDress_4d70ea6c-5ab4-4384-908c-c69f7f71c10d.pak			
255	Off shoulder dress with flowers	Monn	BOSDflowers_6aa5e5c2-9ae9-4840-ab8c-4ff529fae5c8.pak			
256	Myky's Tintable Piercings - AIO	myky	Mykys_Tintable_Piercings_b5377116-0017-69b4-059e-79c488f86889.pak			
257	Myky's CC Color Collection	myky	Mykys_CC_Color_Collection_96e19744-cf28-5223-b445-06471230386a.pak			
258	Ambassadors Raiment	arideyya	AmbassadorsRaiment_97b81b68-4ad9-4f2f-9db2-bdb8162979fb.pak			
259	The Ambassador's Regalia	arideyya	TheAmbassadorsRegalia_5673a59e-f080-4f0a-a0d0-59a76d720cd1.pak			
260	Ambassador's Vestments 	arideyya	AmbassadorsVestments_f4d26d27-3f31-4c4a-9834-993e0b5f54d3.pak			
261	Orochigago's Equipment Homebrew Library	Orochigago	Orochigagos_Equipment_436f90ee-50c7-42c4-91c7-f922d97acb82.pak	Weapon		
262	Orochigago's Equipment Homebrew Library Vol.2	Orochigago	Orochigagos_Equipment_2_b0d3c3da-3cd8-486c-bbd7-572da0951101.pak	Weapon		
263	Paladin and Cleric Gear	pooteeweet	PTW_Gear_Paladin_92d48458-fec4-440f-af56-9a2f218cd74b.pak			
264	PhalarAluveLegendary	lautasantenni	PhalarAluveLegendary_334a23f0-276a-465d-8544-961eeb637b84.pak			
265	DAI Outfits	TashaWeeds	TW_Outfits_DAI_e27193d8-e1b1-436a-ab5e-f914a7bc55f4.pak			
266	DAV Crow Outfit	TashaWeeds	TW_Outfits_DAV_428d65d4-3e4a-470d-b49a-dd171c181285.pak			
267	DAV Imperium's Resolve	TashaWeeds	TW_Outfits_DAVI_1db5ed85-52bf-47fc-a4f1-7c4e820a0975.pak			
268	AmuletOfRituals	Hu5k	AmuletOfRituals_842fd505-28b9-407b-95cc-e881c4989e2b.pak			
269	Astromancer robes	Bububull	Lara_dorren_dress_80748b84-8167-4dab-8dd6-c3772e39f2de.pak			
270	Karlach's Long Hair	TashaWeeds	Karlach's_Hair_04a92aed-1410-44fc-9a56-0798f25dd2a3.pak			
271	MyshkaComesToCamp	adriant1978	myshkacomestocamp_ec242417-f14-0m0m.pak		GustavDev	
272	Astarion's Earring	bubble-bones	Ast_Ear_526316d8-21f9-48e9-b605-affbe34c30bb.pak			
273	Alluring Astarion - Young	suro	yng_altstarion_fc560ee8-6dc6-459d-bcb2-4ba26662952a.pak			
274	FANG's Dress	Kascayde	FANGs Dress_a1e0e7e7-47db-41c6-823b-ae05b3d83b9b.pak			
275	CloaksOfFaerun	Araelynn	CloaksOfFaerun_057cb283-8dfa-4f3f-b8d1-a2f854c18dff.pak			
276	KvCampEvents	Kvalyr	KvCampEvents_1b8d381f-6210-4473-85be-600457267a87.pak			
277	Teleport To You	FallenStar	Teleport_To_You_ff4697d0-133a-4d23-802b-f99f0e5210db.pak			
278	BCPP 1610 4 5x9	Caites	BCPPsixteenten_d871f434-8f7e-893e-3de9-3eb99fa95e61.pak		ImpUI (ImprovedUI)	
279	CBR_Astarion_Gear	Cerberry	CBR_Astarion_Gear_88472061-89a9-43b7-91d6-651e6005f738.pak			
280	RingOfMinorRituals	LtSquigs	RingOfMinorRituals_84195737-0bb0-4cc2-bb11-82b42e804a12.pak			
281	ModularCiri	wesslen	ModularCiri_8d728345-dd5b-49f7-aaf8-f4a08733b243.pak			
282	Yogurt's Noble Couture	Yogurtdrink	YogurtdrinkNobleCouture_a7c860c0-67ce-4b4a-8bb6-7476a82f766f.pak			
283	Anna-Henrietta's Wardrobe	Bububull	Annarietta_wardrobe_1e386be2-8902-4433-8bf2-bd4b89ef36b0.pak			
284	More Mage Gear	pooteeweet	PTW_Sorcerer_94fed047-7d79-41e3-9d1c-1a3b3de781e4.pak			
285	TransmogEnhanced	Eralyne, Wayden	TransmogEnhanced_82c1f53b-5ed3-4e2e-95f5-f84ca6ff0c81.pak	Customization, Utility		
286	Rings Expanded - Immersive	Seymordius	RingsExpanded_fa41c246-4a9f-4c6b-9514-8f61c49abe98.pak			
287	PK Armors and Clothes	PseudoKociara	PK_Armors_N_Clothes_04b2bfdb-de2a-41e6-8798-011165cbd40e.pak			
288	PK Haunted Sea Set	PseudoKociara	PK_Haunted_Sea_42667d38-77c3-46bf-9739-e1dad754801a.pak			
289	RaritiesOfTheRealms	clintmich	RaritiesOfTheRealms_d23881c2-f6b5-4e64-a2fe-f55c9538ab1e.pak			
290	P4 Unique Companion Equipment	Padme4000	unique_companion_eq_48a805c2-160a-4e93-b72e-18e98a443c6b.pak			
291	SpawnTutorialChest	Syrchalis	SpawnTutorialChest_210daf61-48c2-4b4b-a1e0-5a2e022a8106.pak			
292	Better Various Widgets	Caites	BetterVariousWidgets_2f8f216d-dd2a-7731-cf1e-9d6bae9eb04a.pak			
293	BetterTooltips	Caites and juumeijin	BetterTooltips_bc1081b4-e2a9-ce49-8b60-6f64b7eecce4.pak			
294	CPCCE	Caites	CPCCE_a2f25ffd-0c2f-4673-ad5d-bbe783e95564.pak		ImpUI (ImprovedUI)	
295	Ember's Lute (A Music Performance Mod)	Ariefel	EmbersLute_81466e63-9b81-1715-5188-5eecf54622e6_17ed9aa5-40e7-4c49-ac10-a0feb1ffeaa9.pak		DiceSet_02, DiceSet_03, DiceSet_06, MainUI, ModBrowser, PhotoMode, CrossplayUI, DiceSet_01, Gustav, GustavDev, GustavX	
296	Ember's Lute (Haunted Instruments)	Ariefel	EmberLute_UndeadViolin_eedc65fd-6c9c-f0ba-8f89-31e0bd7b0566_f54e6e99-44dd-4d32-a5f4-4620f2f03f3d.pak		GustavDev, Ember's Lute (A Music Performance Mod)	
297	Ember's Lute (Celestial Instruments)	Ariefel	EmberLute_CelestialLyre_4374c4e1-be02-d9c9-b47a-429f0504f76b.pak		GustavDev, Ember's Lute (A Music Performance Mod)	
298	Better Target Info	Caites	BetterTargetInfo_1186f940-7338-fe24-6649-aff698541b7f.pak		ImpUI (ImprovedUI)	
299	Better Topbar	Caites	BetterTopbar_d9582df8-6eef-a756-117f-965e22007ff6.pak		ImpUI (ImprovedUI)	
300	Better Context Menu	Caites	BetterContextMenu_f9dd909a-3607-f8e1-da13-b795884f68b5.pak			
301	Better Combat Log Default	Caites	BetterCombatLogDefault_9757088d-43ff-9c67-1a53-365f2d6fea94.pak		ImpUI (ImprovedUI)	
302	Better Split Item	Caites	BetterSplitItem_76e493c7-d7f4-217f-2a3e-61e17c61dedf.pak		GustavDev	
303	Damage Preview	Caites & Noxis	DamagePreview_0e6b886d-c51f-75fb-f9bd-cf9c0c363c5b.pak		ImpUI (ImprovedUI)	
304	MoreReactiveCompanions_Configurable	LightningLarryL	MoreReactiveCompanions_Configurable_2b1e81bb-d0aa-4617-b3e9-271c7b02f252.pak			
305	NoInspCap	FrozenLayer	NoInspCap_dc79d211-7095-4759-b64a-6df30fc3cf0d.pak			
306	featsextra	LostSoulMan	featsextra_0c036a05-f3e4-4422-87bd-eadadf96c161.pak			
307	Best Boy	oogabooga66	Best Boy_23721f8c-0ebf-411b-833d-cc6860762f78.pak			
308	FireproofKarlach	Belinn	FireproofKarlach_0d77ef52-11ac-4031-8027-1a625834a16c.pak			
309	[YNG] Himbofied Halsin	suro	YS_Halsin_1c9103e5-dff1-4308-b1b8-da019e0c4e74.pak			
310	Sending_Stone_Wyll	CharmaineCC	Sending_Stone_Wyll_a631f522-c597-454a-9389-7e5b61b62cf2.pak			
311	Shadowheart Hair Options - Bakery Buns	anshela	ShadOBuns_72a6345e-ab9e-4ed8-bf75-32edd5102e14.pak			
312	Warlock Unleashed - Ultimate Warlock	Mharius	Warlock Unleashed - Ultimate Warlock_975a225c-bce0-4e4c-85c9-ea17bc24e0bb.pak			
313	Sorcerer Unleashed	Mharius	Sorcerer Unleashed_27e0fdce-353b-4e0b-b941-e6946c445b8c.pak			
314	Half-Elf Unleashed	Mharius	Half-Elf Unleashed_26338836-bcaa-4f11-9d90-d4cb126643aa.pak			
315	Drow Unleashed - Ultimate	Mharius	Drow Unleashed_5e7d96a2-b2c2-4289-8648-881d6033e9ce.pak			
316	Barbarian Unleashed	Mharius	Barbarian Unleashed_d3e36a1b-e878-4f30-aac9-47ec7e0a524c.pak			
317	Bard Unleashed	Mharius	Bard Unleashed_aa32769a-6c61-4824-953f-883405e917f0.pak			
318	Cleric Unleashed	Mharius	Cleric Unleashed_628077bb-d047-4297-8c36-e9e7de57741e.pak			
319	Druid Unleashed	Mharius	Druid Unleashed_182753df-7d57-4a35-bbd9-9e996f185236.pak			
320	Elf Unleashed	Mharius	Elf Unleashed_74258823-ada6-40ab-b83a-eaf59509e20b.pak			
321	Fighter Unleashed	Mharius	Fighter Unleashed_d883c6cc-1383-4e06-ba73-b666917a0662.pak			
322	Githyanki Unleashed - Astral Guardians	Mharius	Githyanki Unleashed - Astral Guardians_c5247bc8-0e56-460d-9f83-828d8495d4c0.pak			
323	Human Unleashed	Mharius	Human Unleashed_f645c0e9-81bc-4b7f-ad71-b511fca7a8a8.pak			
324	Rogue Unleashed	Mharius	Rogue Unleashed_c3df2c54-8c3e-4ad2-8a47-c7c0c06c0639.pak			
325	Shadowheart Unleashed - Domain Combinations	Mharius	Shadowheart Unleashed - Domain Combinations_2f0a36d4-3452-4471-821f-1bde93f4bfaf.pak			
326	Tiefling Unleashed	Mharius	Tiefling Unleashed_dba2c7da-b6ae-4ee1-8d99-11e5dc9feef5.pak			
327	Wizard Unleashed	Mharius	Wizard Unleashed_3164ade6-e190-4354-a0d2-09f1b744750d.pak			
328	Terpsichore — The Blade's Armour	Aetherpoint	Terpsichore_Armour_18b798a4-8ed9-4938-b671-bde042fe863c.pak			
329	Terpsichore — Wyll Hair	AIMRYAX	Terpsichore_Hair_6be5565e-7e0d-4edd-bb35-84e68d98d900.pak			
330	Terpsichore — Ravengard	AIMRYAX	Terpsichore_Ravengard_54fa2f1c-610b-4a94-8dea-b3701182478e.pak			
Override	Terpsichore - Wyll Portraits	xJustAdam	Terpsichore - Wyll Portraits_d5bd3c76-3527-44e2-8886-30aef1f28b99.pak			
332	Find Familiar - Owlbear Cub	Aetherpoint	FindFamiliarOwlbearCub_485d65ce-c76b-4c2f-8256-e90e9cba365b.pak			
333	TradeWithWithers	yakuzadeso	TradeWithWithers_c7c3ba79-97bd-411e-82f4-1c615e9945a7.pak	Gameplay		
334	RichTraders	yakuzadeso	RichTraders_ede9c8dc-3eb9-492b-af3b-50c6e77901db.pak	Gameplay		
335	Waypoint Inside Emerald Grove	Volitio	WaypointInsideEmeraldGrove_e342ee75-f7c9-4aeb-b6de-403991578337.pak		VolitionCabinet, Mod Configuration Menu	
336	CBR_Hugs	Cerberry	CBR_Hugs_cacbb24c-2650-4588-a0d2-5eb29eb80e98.pak			
337	CBR_Kisses	Cerberry, Moxi	CBR_Romance_880a9d7f-9f2a-4448-8f49-7c9a2f9f40b8.pak			
338	[BS] Dye Support for Shields	Bluesatin	BS-DyeSupportForShields_37e450bf-009b-4a82-8845-23940b0c3430.pak			
339	Aether's Black Dye	Aetherpoint	AethersBlackDye_53480625-d3e4-4cce-86c8-a8a793eb61d7.pak			
340	AS_ExtraDyes_Bundle	AstralSprout	AS_ExtraDyes_Bundle_255b2fda-2e05-4dad-b5e6-28587cea4854.pak			
341	Izzli's Pigments - A Dye Mod	Izzli	IZ_Pigments_76ff2472-bd2d-f645-cd23-3cef07559f6f.pak		GustavDev	
342	HW_NPC_Dyes	HeartsWires	HW_NPC_Dyes_8c6e9d41-9e34-4bcf-8fd5-6e5ccfddcaa8.pak			
343	Psychotter's Gothic Dyes - Bright Metal Version	Psychotter	Goth_Dyes_5036992b-bd02-4c07-9b7f-332e3045b942.pak			
344	Allure - Stylish and diverse dyes	WarmHealerr	Warm_Dyes_23fa39d3-2194-416c-9df1-a304097d25ff.pak			
345	TC_Dyes	TC	TC_Dyes_011d7668-c586-4104-8a14-89c46adcfc74.pak			
346	EngelsDyes	EngelsXIII	EngelsDyes_c3c39d3a-56a7-4d24-a335-4fe5505e3bbe.pak			
347	Dyes_FlowerPower	lavenderlanner	Dyes_FlowerPower_99c96050-042a-4244-80c4-756f46b7b50e.pak			
348	Dyes of Faerun	Aloija	DoF_383180fa-011a-4aa0-8749-1b7b7e06a8a5.pak			
349	Draconic Dyes	RadonWolf	RW_DraconicDyes_93661131-47d9-415a-996f-a590f3d3397d.pak			
350	Kawaii's Dye Catalog	Kawaii	Kawaii's Dye Catalog_e1dee9b8-8e98-4d8c-bd5a-b8868d911bed.pak			
351	FaerunColors	TechRoot	FaerunColors_a669cf0b-926c-4d50-988d-59bc089a0df2.pak		GustavDev, GustavX	
352	Allure - Stylish and Diverse Dyes	Warmhealerr	AllureDyes_04c368a2-5b15-b929-6326-faf415e78f68.pak		GustavDev, GustavX	
353	Kingpin's Attire	arideyya	KingpinsAttire_fca6ef71-8193-4b4d-a543-8233fc7ca645.pak			
354	Better Inventory UI	Caites	BetterInventoryUI_6b585be8-ed73-7347-2c58-73146e22b7d4.pak			
355	AddonBetterInventoryUI	Caites	AddonBetterInventoryUI_8c7d3408-a746-5022-348b-1635e14af044.pak			
356	Better Dyeing	Caites	BetterDyeing_03b0b84a-2689-77c2-5ef6-ebcf88b88037.pak			
357	REL_SE	Eumeta	REL_SE_8f23afc7-2354-42e0-844f-80445bf72f36.pak		Mod Configuration Menu	
358	Druid Wild Shape Overhaul	ShadyDax	DruidWildShapeOverhaul_274cf3f1-f043-4e1f-8acf-b2e79c3630b8.pak			
359	ASTRL Glowing Eyes	Astralities	ASTRLglowingeyes_d1927184-8763-4d70-ae52-8295f791548a.pak			
360	UniversalArmourFixer	wesslen	UniversalArmourFixer_cabe6d93-e26a-473a-9b04-8717015bd51f.pak			
361	PixellBytes' Adjustable Party Limit	PixellBytes	configurablepartylimit_33c1de8-bwds.pak		GustavDev, GustavX	
362	Fade's Equipment Distribution	GraphicFade	FED_SE.pak		GustavDev	
363	ASTRL Draconic Sorcerer Scale Colors	Astralities	ASTRL_DraconicSorcererScales_f97666c7-f4d0-4f97-b772-1e8ad643b7f7.pak			
364	Everybody Dyes Unlimited Dyeing.	Loktide	EverybodyDyes_bad404aa-feed-a0ee-9999-feedfeed0002.pak			
Override	a1_distinctive_dyes	grimsyxd	a1_distinctive_dyes_bf41067d-b809-499f-803e-47a62fbf5daf.pak			
366	Carry Weight Increased 9000 - Standalone Pickup More	Mharius	Carry Weight Increased 9000 - Pickup_92af0ebd-a04c-4e9c-8306-b947aac4c128.pak			
367	TradeWithWithersResetInventory	yakuzadeso	TradeWithWithersResetInventory_fab6a124-7087-4693-89ba-4ebd4dc8fe0b.pak	Gameplay		
368	OBSC_Wind_of_Purity	Obscen1ty	OBSC_Wind_of_Purity_002797ec-1959-4354-9578-334b9b5730bd.pak			
369	CL_Drowned In Moonlight	copperleaves	CL_DrownedInMoonlight.pak		GustavX	
370	Midnight Dress	maelle	Back_Dress_43fc415a-f118-5526-39de-bb0541980cbe.pak		GustavX	
371	Myky's Accessories	myky	Myky's Accessories.pak		GustavX	
372	Seductive leather armor	Bububull	Bububull_Misc_armors_33945f12-1fe2-4381-8bf5-2ab4b9c04629.pak			
373	Esme's Selunite Circlet	preciouslittle-bhaalbabe	EsmesCirclet_3f21174b-2a34-412e-8e44-2da18a03a7ed.pak			
374	Triss Wardrobe	Bububull	triss_wardrobe_bb8d0ceb-77d5-44d9-ba2f-fc2d9d1703b7.pak			
375	Yennefer's wardrobe	bububull	Bububull_Yennefer_10ef0c70-d21b-4b11-a5f1-7fa1004d7896.pak			
376	Lynia's Summer Collection	Lynia	Lynia2025SummerCollection_e6543b36-e010-4e01-9649-061fb47462f6.pak			
377	Shani's wardrobe	Bububull	Shani_wardrobe_fb23e2b4-0b85-4cbc-88b9-95fb8ef6bc42.pak			
378	Deepspace Piercings	Askew	LaDSPiercings_1c8f375d-fed0-4cf6-b349-b818b1e79797.pak			
379	Fancy noble gear	Bububull	Bububull_Duelist_3ddd8e03-320e-4842-89cc-1cacdd6bd9e5.pak			
380	Bububull's Lolth-sworn dress	Bububull	bububull_reddress_6f95c4bc-3c0e-4ba4-b3fd-9bf084ccd881.pak			
381	Bububull's peacock gown	Bububull	Bububull_peacock_gown_8d72b5cb-0f07-491e-a307-2815d9f0f4f4.pak			
382	The Underdark's Songbird armor	Bububull	Bububull_Underdark_Songbird_armor_0eb93f44-00de-49f6-b370-28bb301d4c9c.pak			
383	SR Divinity	SRendition	SR_Divinity_43cbe694-2882-4e4b-a6b0-df3aa15f226d.pak			
384	SR_Divinity_ReplacerMystraDress	SRendition	SR_Divinity_ReplacerMystraDress_896c9cc3-0d36-4f0c-8be3-7bc86e5b64ab.pak			
385	[Aza] NPC Redesign (The Emerald Grove)	AzazeL	Aza_NPCre_TheEmeraldGrove.pak		GustavDev	
386	[Aza] NPC Redesign (Church of Shar - Full)	AzazeL	Aza_NPCre_ChurchOfShar_Full.pak		DiceSet_01, DiceSet_02, DiceSet_03, DiceSet_06, MainUI, ModBrowser, SharedDev, Gustav, GustavDev	
387	[Aza] NPC Redesign (Gortash)	AzazeL	Aza_NPCre_Gortash.pak		GustavDev	
388	[Aza] NPC Redesign: Mystra (Alt. Head + SR_Divinity Patch)	AzazeL	Aza_NPCre_Mystra_SRDivinityPatch_AltHead.pak		GustavDev, SR Divinity	
389	[Aza] NPC Redesign: Cazador Szarr	AzazeL & Moon Blossom	Aza_NPCre_Cazador.pak			
390	[Aza] Sharran Weaponry (WIP)	AzazeL	Aza_Sharran_Weaponry_WIP.pak		GustavDev	
391	No Empty Chests	Me	NEC_36de5ce3-1295-48bb-b06d-1d6444a90836.pak			
392	Mod Uninstaller	Volitio	ModUninstaller_163484d1-8511-4a95-8061-1ede8838b28b.pak		Volition Cabinet, Mod Configuration Menu	
393	VFX_Library_SHV	Shivero	VFX_Library_SHV_dd19db12-96c0-4bca-9ef6-e8d733801d23.pak			
394	VFX_Vault_SHV	Shivero	VFX_Vault_SHV_f51ce3e4-fe0d-42e8-a4f1-b7234c9b7e9c.pak			
395	AV Item Shipment Framework	Aetherpoint, Volitio	AVItemShipmentFramework_e6333436-9cf0-4464-aaf2-39246292575e.pak		VolitionCabinet	
Override	ModFixer		Gustav_C:\Users\pamel\AppData\Local\Larian Studios\Baldur's Gate 3\Mods\ModFixer.pak			
